date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/03/2015,P84027,WEST POINT MEDICAL CENTRE,323,1580.73,0,0
01/04/2015,P84027,WEST POINT MEDICAL CENTRE,244,1238.89,0,0
01/05/2015,P84027,WEST POINT MEDICAL CENTRE,238,1295.7,0,0
01/06/2015,P84027,WEST POINT MEDICAL CENTRE,229,1249.31,0,0
01/07/2015,P84027,WEST POINT MEDICAL CENTRE,216,1418.93,0,0
01/08/2015,P84027,WEST POINT MEDICAL CENTRE,211,1246.57,0,0
01/09/2015,P84027,WEST POINT MEDICAL CENTRE,247,1504.61,0,0
01/10/2015,P84027,WEST POINT MEDICAL CENTRE,254,1478.65,0,0
01/11/2015,P84027,WEST POINT MEDICAL CENTRE,277,1242.02,0,0
01/12/2015,P84027,WEST POINT MEDICAL CENTRE,239,1179.55,0,0
01/01/2016,P84027,WEST POINT MEDICAL CENTRE,225,1050.68,0,0
01/02/2016,P84027,WEST POINT MEDICAL CENTRE,251,1122.48,0,0
01/03/2016,P84027,WEST POINT MEDICAL CENTRE,268,1464.15,0,0
01/04/2016,P84027,WEST POINT MEDICAL CENTRE,223,989.49,0,0
01/05/2016,P84027,WEST POINT MEDICAL CENTRE,225,1096.5,0,0
01/06/2016,P84027,WEST POINT MEDICAL CENTRE,236,1038.03,0,0
01/07/2016,P84027,WEST POINT MEDICAL CENTRE,217,1104.93,0,0
01/08/2016,P84027,WEST POINT MEDICAL CENTRE,261,1213.12,0,0
01/09/2016,P84027,WEST POINT MEDICAL CENTRE,241,1141.34,0,0
01/10/2016,P84027,WEST POINT MEDICAL CENTRE,252,1227.21,0,0
01/11/2016,P84027,WEST POINT MEDICAL CENTRE,239,870.29,0,0
01/12/2016,P84027,WEST POINT MEDICAL CENTRE,260,998.8,0,0
01/01/2017,P84027,WEST POINT MEDICAL CENTRE,224,824.55,0,0
01/02/2017,P84027,WEST POINT MEDICAL CENTRE,262,1041.66,0,0
01/03/2017,P84027,WEST POINT MEDICAL CENTRE,256,1515.55,0,0
01/04/2017,P84027,WEST POINT MEDICAL CENTRE,216,1437.56,0,0
01/05/2017,P84027,WEST POINT MEDICAL CENTRE,227,1039.17,0,0
01/06/2017,P84027,WEST POINT MEDICAL CENTRE,231,1472.3,0,0
01/07/2017,P84027,WEST POINT MEDICAL CENTRE,245,987.91,0,0
01/08/2017,P84027,WEST POINT MEDICAL CENTRE,208,582.28,0,0
01/09/2017,P84027,WEST POINT MEDICAL CENTRE,228,1002.2,0,0
01/10/2017,P84027,WEST POINT MEDICAL CENTRE,228,900.16,0,0
01/11/2017,P84027,WEST POINT MEDICAL CENTRE,284,1064.86,0,0
01/12/2017,P84027,WEST POINT MEDICAL CENTRE,256,695.96,0,0
01/01/2018,P84027,WEST POINT MEDICAL CENTRE,310,832.8,0,0
01/02/2018,P84027,WEST POINT MEDICAL CENTRE,258,691.88,0,0
01/03/2018,P84027,WEST POINT MEDICAL CENTRE,262,932.02,0,0
01/04/2018,P84027,WEST POINT MEDICAL CENTRE,252,970.6,0,0
01/05/2018,P84027,WEST POINT MEDICAL CENTRE,253,1004.78,0,0
01/06/2018,P84027,WEST POINT MEDICAL CENTRE,225,1023.85,0,0
01/07/2018,P84027,WEST POINT MEDICAL CENTRE,205,772,0,0
01/08/2018,P84027,WEST POINT MEDICAL CENTRE,207,1192.15,0,0
01/09/2018,P84027,WEST POINT MEDICAL CENTRE,223,1516.98,0,0
01/10/2018,P84027,WEST POINT MEDICAL CENTRE,255,1099.52,0,0
01/11/2018,P84027,WEST POINT MEDICAL CENTRE,266,1584.32,0,0
01/12/2018,P84027,WEST POINT MEDICAL CENTRE,300,1604.79,0,0
01/01/2019,P84027,WEST POINT MEDICAL CENTRE,316,1249.87,0,0
01/02/2019,P84027,WEST POINT MEDICAL CENTRE,269,1449.57,0,0
01/03/2019,P84027,WEST POINT MEDICAL CENTRE,259,1087.6,0,0
01/04/2019,P84027,WEST POINT MEDICAL CENTRE,247,1324.98,0,0
01/05/2019,P84027,WEST POINT MEDICAL CENTRE,262,1101.82,0,0
01/06/2019,P84027,WEST POINT MEDICAL CENTRE,243,1140.56,0,0
01/07/2019,P84027,WEST POINT MEDICAL CENTRE,251,940.62,0,0
01/08/2019,P84027,WEST POINT MEDICAL CENTRE,234,1593.95,0,0
01/09/2019,P84027,WEST POINT MEDICAL CENTRE,254,2184.83,0,0
01/10/2014,P84028,GORTON MEDICAL CENTRE,651,2521.81,0,0
01/11/2014,P84028,GORTON MEDICAL CENTRE,662,2616.53,0,0
01/12/2014,P84028,GORTON MEDICAL CENTRE,729,2496.34,0,0
01/01/2015,P84028,GORTON MEDICAL CENTRE,737,2766.01,0,0
01/02/2015,P84028,GORTON MEDICAL CENTRE,633,2470.32,0,0
01/03/2015,P84028,GORTON MEDICAL CENTRE,701,3093.39,0,0
01/04/2015,P84028,GORTON MEDICAL CENTRE,605,2415.25,0,0
01/05/2015,P84028,GORTON MEDICAL CENTRE,584,2728.3,0,0
01/06/2015,P84028,GORTON MEDICAL CENTRE,596,2637.59,0,0
01/07/2015,P84028,GORTON MEDICAL CENTRE,477,2523.74,0,0
01/08/2015,P84028,GORTON MEDICAL CENTRE,495,2217.33,0,0
01/09/2015,P84028,GORTON MEDICAL CENTRE,617,2684.58,0,0
01/10/2015,P84028,GORTON MEDICAL CENTRE,661,2469.44,0,0
01/11/2015,P84028,GORTON MEDICAL CENTRE,651,3166.54,0,0
01/12/2015,P84028,GORTON MEDICAL CENTRE,672,2536.51,0,0
01/01/2016,P84028,GORTON MEDICAL CENTRE,599,2160.38,0,0
01/02/2016,P84028,GORTON MEDICAL CENTRE,649,2108.1,0,0
01/03/2016,P84028,GORTON MEDICAL CENTRE,712,2554.92,0,0
01/04/2016,P84028,GORTON MEDICAL CENTRE,595,2082.43,0,0
01/05/2016,P84028,GORTON MEDICAL CENTRE,539,2007.58,0,0
01/06/2016,P84028,GORTON MEDICAL CENTRE,498,1340.09,0,0
01/07/2016,P84028,GORTON MEDICAL CENTRE,544,1675.07,0,0
01/08/2016,P84028,GORTON MEDICAL CENTRE,540,1654.21,0,0
01/09/2016,P84028,GORTON MEDICAL CENTRE,516,1951.66,0,0
01/10/2016,P84028,GORTON MEDICAL CENTRE,660,2161.83,0,0
01/11/2016,P84028,GORTON MEDICAL CENTRE,701,2199.33,0,0
01/12/2016,P84028,GORTON MEDICAL CENTRE,687,2135.5,0,0
01/01/2017,P84028,GORTON MEDICAL CENTRE,678,2478.72,0,0
01/02/2017,P84028,GORTON MEDICAL CENTRE,619,2298.85,0,0
01/03/2017,P84028,GORTON MEDICAL CENTRE,638,2595.26,0,0
01/04/2017,P84028,GORTON MEDICAL CENTRE,513,2287.76,0,0
01/05/2017,P84028,GORTON MEDICAL CENTRE,558,2110.82,0,0
01/06/2017,P84028,GORTON MEDICAL CENTRE,521,2013.71,0,0
01/07/2017,P84028,GORTON MEDICAL CENTRE,511,1988.86,0,0
01/08/2017,P84028,GORTON MEDICAL CENTRE,515,2060.39,0,0
01/09/2017,P84028,GORTON MEDICAL CENTRE,473,1496.7,0,0
01/10/2017,P84028,GORTON MEDICAL CENTRE,597,1811.99,0,0
01/11/2017,P84028,GORTON MEDICAL CENTRE,544,1656.1,0,0
01/12/2017,P84028,GORTON MEDICAL CENTRE,582,1851.19,0,0
01/01/2018,P84028,GORTON MEDICAL CENTRE,663,2058.55,0,0
01/02/2018,P84028,GORTON MEDICAL CENTRE,545,2047.82,0,0
01/03/2018,P84028,GORTON MEDICAL CENTRE,585,2146.49,0,0
01/04/2018,P84028,GORTON MEDICAL CENTRE,484,2183.15,0,0
01/05/2018,P84028,GORTON MEDICAL CENTRE,490,1902.51,0,0
01/06/2018,P84028,GORTON MEDICAL CENTRE,478,1571.54,0,0
01/07/2018,P84028,GORTON MEDICAL CENTRE,467,1613.86,0,0
01/08/2018,P84028,GORTON MEDICAL CENTRE,475,1752.15,0,0
01/09/2018,P84028,GORTON MEDICAL CENTRE,487,1646.64,0,0
01/10/2018,P84028,GORTON MEDICAL CENTRE,585,2239.99,0,0
01/11/2018,P84028,GORTON MEDICAL CENTRE,580,1840.32,0,0
01/12/2018,P84028,GORTON MEDICAL CENTRE,573,1900.83,0,0
01/01/2019,P84028,GORTON MEDICAL CENTRE,620,2072.08,0,0
01/02/2019,P84028,GORTON MEDICAL CENTRE,582,2113.21,0,0
01/03/2019,P84028,GORTON MEDICAL CENTRE,532,2169.97,0,0
01/04/2019,P84028,GORTON MEDICAL CENTRE,521,2231.37,0,0
01/05/2019,P84028,GORTON MEDICAL CENTRE,547,2456.91,0,0
01/06/2019,P84028,GORTON MEDICAL CENTRE,452,2240.01,0,0
01/07/2019,P84028,GORTON MEDICAL CENTRE,467,1692.25,0,0
01/08/2019,P84028,GORTON MEDICAL CENTRE,583,2627.77,0,0
01/09/2019,P84028,GORTON MEDICAL CENTRE,502,2250.32,0,0
01/10/2014,P84029,BENCHILL MEDICAL PRACTICE,803,3777.36,0,0
01/11/2014,P84029,BENCHILL MEDICAL PRACTICE,775,4246.81,0,0
01/12/2014,P84029,BENCHILL MEDICAL PRACTICE,943,4610.8,0,0
01/01/2015,P84029,BENCHILL MEDICAL PRACTICE,918,4927.23,0,0
01/02/2015,P84029,BENCHILL MEDICAL PRACTICE,797,5097.75,0,0
01/03/2015,P84029,BENCHILL MEDICAL PRACTICE,809,4957.26,0,0
01/04/2015,P84029,BENCHILL MEDICAL PRACTICE,681,3812.06,0,0
01/05/2015,P84029,BENCHILL MEDICAL PRACTICE,657,4068.99,0,0
01/06/2015,P84029,BENCHILL MEDICAL PRACTICE,687,4372.5,0,0
01/07/2015,P84029,BENCHILL MEDICAL PRACTICE,687,4468.12,0,0
01/08/2015,P84029,BENCHILL MEDICAL PRACTICE,612,3847.75,0,0
01/09/2015,P84029,BENCHILL MEDICAL PRACTICE,661,3467.94,0,0
01/10/2015,P84029,BENCHILL MEDICAL PRACTICE,718,4888.99,0,0
01/11/2015,P84029,BENCHILL MEDICAL PRACTICE,834,5181.45,0,0
01/12/2015,P84029,BENCHILL MEDICAL PRACTICE,886,4989.86,0,0
01/01/2016,P84029,BENCHILL MEDICAL PRACTICE,852,4052.93,0,0
01/02/2016,P84029,BENCHILL MEDICAL PRACTICE,855,3906.75,0,0
01/03/2016,P84029,BENCHILL MEDICAL PRACTICE,913,4263.08,0,0
01/04/2016,P84029,BENCHILL MEDICAL PRACTICE,787,3951.44,0,0
01/05/2016,P84029,BENCHILL MEDICAL PRACTICE,661,2962.44,0,0
01/06/2016,P84029,BENCHILL MEDICAL PRACTICE,712,3727.78,0,0
01/07/2016,P84029,BENCHILL MEDICAL PRACTICE,664,2684.58,0,0
01/08/2016,P84029,BENCHILL MEDICAL PRACTICE,725,3289.66,0,0
01/09/2016,P84029,BENCHILL MEDICAL PRACTICE,692,4796.21,0,0
01/10/2016,P84029,BENCHILL MEDICAL PRACTICE,732,3766.99,0,0
01/11/2016,P84029,BENCHILL MEDICAL PRACTICE,601,3220.1,0,0
01/12/2016,P84029,BENCHILL MEDICAL PRACTICE,724,2841.28,0,0
01/01/2017,P84029,BENCHILL MEDICAL PRACTICE,808,4272.09,0,0
01/02/2017,P84029,BENCHILL MEDICAL PRACTICE,733,3541.21,0,0
01/03/2017,P84029,BENCHILL MEDICAL PRACTICE,779,4213.18,0,0
01/04/2017,P84029,BENCHILL MEDICAL PRACTICE,685,3263.98,0,0
01/05/2017,P84029,BENCHILL MEDICAL PRACTICE,688,3530.61,0,0
01/06/2017,P84029,BENCHILL MEDICAL PRACTICE,692,4410.82,0,0
01/07/2017,P84029,BENCHILL MEDICAL PRACTICE,739,4327.63,0,0
01/08/2017,P84029,BENCHILL MEDICAL PRACTICE,701,3224.61,0,0
01/09/2017,P84029,BENCHILL MEDICAL PRACTICE,777,3504.57,0,0
01/10/2017,P84029,BENCHILL MEDICAL PRACTICE,819,3284.85,0,0
01/11/2017,P84029,BENCHILL MEDICAL PRACTICE,851,4405.76,0,0
01/12/2017,P84029,BENCHILL MEDICAL PRACTICE,794,3297.54,0,0
01/01/2018,P84029,BENCHILL MEDICAL PRACTICE,964,2993,0,0
01/02/2018,P84029,BENCHILL MEDICAL PRACTICE,736,2848.82,0,0
01/03/2018,P84029,BENCHILL MEDICAL PRACTICE,874,3456.67,0,0
01/04/2018,P84029,BENCHILL MEDICAL PRACTICE,669,2673.47,0,0
01/05/2018,P84029,BENCHILL MEDICAL PRACTICE,652,2361.42,0,0
01/06/2018,P84029,BENCHILL MEDICAL PRACTICE,641,2227.47,0,0
01/07/2018,P84029,BENCHILL MEDICAL PRACTICE,638,2255.66,0,0
01/08/2018,P84029,BENCHILL MEDICAL PRACTICE,640,3455.4,0,0
01/09/2018,P84029,BENCHILL MEDICAL PRACTICE,720,2855.35,0,0
01/10/2018,P84029,BENCHILL MEDICAL PRACTICE,779,3587.09,0,0
01/11/2018,P84029,BENCHILL MEDICAL PRACTICE,806,3632.16,0,0
01/12/2018,P84029,BENCHILL MEDICAL PRACTICE,810,3590.4,0,0
01/01/2019,P84029,BENCHILL MEDICAL PRACTICE,862,3143.73,0,0
01/02/2019,P84029,BENCHILL MEDICAL PRACTICE,683,2330.89,0,0
01/03/2019,P84029,BENCHILL MEDICAL PRACTICE,601,2423.23,0,0
01/04/2019,P84029,BENCHILL MEDICAL PRACTICE,667,2809.16,0,0
01/05/2019,P84029,BENCHILL MEDICAL PRACTICE,656,2388.7,0,0
01/06/2019,P84029,BENCHILL MEDICAL PRACTICE,664,3861.51,0,0
01/07/2019,P84029,BENCHILL MEDICAL PRACTICE,615,2432.99,0,0
01/08/2019,P84029,BENCHILL MEDICAL PRACTICE,647,3649.18,0,0
01/09/2019,P84029,BENCHILL MEDICAL PRACTICE,689,3263.41,0,0
01/10/2014,P84030,NEW COLLEGIATE MEDICAL CENTRE,739,4211.59,0,0
01/11/2014,P84030,NEW COLLEGIATE MEDICAL CENTRE,699,3636.93,0,0
01/12/2014,P84030,NEW COLLEGIATE MEDICAL CENTRE,805,4043.03,0,0
01/01/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,630,4559.42,0,0
01/02/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,544,3758.6,0,0
01/03/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,577,4136.9,0,0
01/04/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,564,3992.86,0,0
01/05/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,583,4256.32,0,0
01/06/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,630,4921.94,0,0
01/07/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,623,5564.51,0,0
01/08/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,502,4778.7,0,0
01/09/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,523,3757.64,0,0
01/10/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,604,5154.51,0,0
01/11/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,535,3641.34,0,0
01/12/2015,P84030,NEW COLLEGIATE MEDICAL CENTRE,662,5435.39,0,0
01/01/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,635,4151.34,0,0
01/02/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,718,4676.53,0,0
01/03/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,728,5672.2,0,0
01/04/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,581,5162.33,0,0
01/05/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,550,3837.03,0,0
01/06/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,542,4342.24,0,0
01/07/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,481,3992.87,0,0
01/08/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,444,3387.83,0,0
01/09/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,544,5252.99,0,0
01/10/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,645,3887.38,0,0
01/11/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,637,3714.34,0,0
01/12/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,675,4451.98,0,0
01/01/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,655,5165.4,0,0
01/02/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,572,3889.17,0,0
01/03/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,640,5569.33,0,0
01/04/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,541,3622.27,0,0
01/05/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,546,3199.91,0,0
01/06/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,492,2899.75,0,0
01/07/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,463,2610.22,0,0
01/08/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,468,2878.77,0,0
01/09/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,538,2423,0,0
01/10/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,601,3169.5,0,0
01/11/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,566,2656.84,0,0
01/12/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,587,2976.9,0,0
01/01/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,681,2744.04,0,0
01/02/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,606,2799.05,0,0
01/03/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,575,2118.44,0,0
01/04/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,520,2393.18,0,0
01/05/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,540,2502.18,0,0
01/06/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,503,2658.04,0,0
01/07/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,484,3331.86,0,0
01/08/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,471,3163.41,0,0
01/09/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,534,3779.79,0,0
01/10/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,578,3469.69,0,0
01/11/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,610,3478.78,0,0
01/12/2018,P84030,NEW COLLEGIATE MEDICAL CENTRE,651,3903.31,0,0
01/01/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,719,4126.48,0,0
01/02/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,648,3786.88,0,0
01/03/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,648,3763.7,0,0
01/04/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,572,3957.73,0,0
01/05/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,556,3701.33,0,0
01/06/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,441,2976.92,0,0
01/07/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,577,4506.93,0,0
01/08/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,449,3516.22,0,0
01/09/2019,P84030,NEW COLLEGIATE MEDICAL CENTRE,546,4032.74,0,0
01/10/2014,P84032,DRS HANIF & BANNURU,356,1308.33,0,0
01/11/2014,P84032,DRS HANIF & BANNURU,368,1545.86,0,0
01/12/2014,P84032,DRS HANIF & BANNURU,438,3810.84,0,0
01/01/2015,P84032,DRS HANIF & BANNURU,492,2077.08,0,0
01/02/2015,P84032,DRS HANIF & BANNURU,360,1728.45,0,0
01/03/2015,P84032,DRS HANIF & BANNURU,457,2085.32,0,0
01/04/2015,P84032,DRS HANIF & BANNURU,362,3836.86,0,0
01/05/2015,P84032,DRS HANIF & BANNURU,318,1525.11,0,0
01/06/2015,P84032,DRS HANIF & BANNURU,358,1695.24,0,0
01/07/2015,P84032,DRS HANIF & BANNURU,348,1795.12,0,0
01/08/2015,P84032,DRS HANIF & BANNURU,282,1694.4,0,0
01/09/2015,P84032,DRS HANIF & BANNURU,351,1933.73,0,0
01/10/2015,P84032,DRS HANIF & BANNURU,369,1736.14,0,0
01/11/2015,P84032,DRS HANIF & BANNURU,375,1687.99,0,0
01/12/2015,P84032,DRS HANIF & BANNURU,433,3789.24,0,0
01/01/2016,P84032,DRS HANIF & BANNURU,479,1828.58,0,0
01/02/2016,P84032,DRS HANIF & BANNURU,409,1997.92,0,0
01/03/2016,P84032,DRS HANIF & BANNURU,443,1790.48,0,0
01/04/2016,P84032,DRS HANIF & BANNURU,393,1710.21,0,0
01/05/2016,P84032,DRS HANIF & BANNURU,331,1558.02,0,0
01/06/2016,P84032,DRS HANIF & BANNURU,302,3230.01,0,0
01/07/2016,P84032,DRS HANIF & BANNURU,320,1462.63,0,0
01/08/2016,P84032,DRS HANIF & BANNURU,266,1212.29,0,0
01/09/2016,P84032,DRS HANIF & BANNURU,320,1527.87,0,0
01/10/2016,P84032,DRS HANIF & BANNURU,323,3165.8,0,0
01/11/2016,P84032,DRS HANIF & BANNURU,390,2302.22,0,0
01/12/2016,P84032,DRS HANIF & BANNURU,398,1489.4,0,0
01/01/2017,P84032,DRS HANIF & BANNURU,381,5255.02,0,0
01/02/2017,P84032,DRS HANIF & BANNURU,322,2063.14,0,0
01/03/2017,P84032,DRS HANIF & BANNURU,316,1542.62,0,0
01/04/2017,P84032,DRS HANIF & BANNURU,246,1779.47,0,0
01/05/2017,P84032,DRS HANIF & BANNURU,299,1328.58,0,0
01/06/2017,P84032,DRS HANIF & BANNURU,265,1104.96,0,0
01/07/2017,P84032,DRS HANIF & BANNURU,245,3144.32,0,0
01/08/2017,P84032,DRS HANIF & BANNURU,251,2594.7,0,0
01/09/2017,P84032,DRS HANIF & BANNURU,312,1256.19,0,0
01/10/2017,P84032,DRS HANIF & BANNURU,336,1326.24,0,0
01/11/2017,P84032,DRS HANIF & BANNURU,335,2492.9,0,0
01/12/2017,P84032,DRS HANIF & BANNURU,305,1429.09,0,0
01/01/2018,P84032,DRS HANIF & BANNURU,423,1546.14,0,0
01/02/2018,P84032,DRS HANIF & BANNURU,321,1754.74,0,0
01/03/2018,P84032,DRS HANIF & BANNURU,348,1396.02,0,0
01/04/2018,P84032,DRS HANIF & BANNURU,244,1543.13,0,0
01/05/2018,P84032,DRS HANIF & BANNURU,276,1344.66,0,0
01/06/2018,P84032,DRS HANIF & BANNURU,253,1170.28,0,0
01/07/2018,P84032,DRS HANIF & BANNURU,244,2731.65,0,0
01/08/2018,P84032,DRS HANIF & BANNURU,254,1784.89,0,0
01/09/2018,P84032,DRS HANIF & BANNURU,228,713.24,0,0
01/10/2018,P84032,DRS HANIF & BANNURU,298,1568.5,0,0
01/11/2018,P84032,DRS HANIF & BANNURU,283,1069.48,0,0
01/12/2018,P84032,DRS HANIF & BANNURU,290,883.01,0,0
01/01/2019,P84032,DRS HANIF & BANNURU,379,1206.35,0,0
01/02/2019,P84032,DRS HANIF & BANNURU,344,1143.91,0,0
01/03/2019,P84032,DRS HANIF & BANNURU,331,1533.25,0,0
01/04/2019,P84032,DRS HANIF & BANNURU,270,900.81,0,0
01/05/2019,P84032,DRS HANIF & BANNURU,249,1953.48,0,0
01/06/2019,P84032,DRS HANIF & BANNURU,265,1278.57,0,0
01/07/2019,P84032,DRS HANIF & BANNURU,279,1073.91,0,0
01/08/2019,P84032,DRS HANIF & BANNURU,267,1328.17,0,0
01/09/2019,P84032,DRS HANIF & BANNURU,285,1155.97,0,0
01/10/2014,P84033,BEACON MEDICAL CENTRE,413,2158.16,0,0
01/11/2014,P84033,BEACON MEDICAL CENTRE,294,1658.22,0,0
01/12/2014,P84033,BEACON MEDICAL CENTRE,237,1211.55,0,0
01/01/2015,P84033,BEACON MEDICAL CENTRE,192,904.67,0,0
01/02/2015,P84033,BEACON MEDICAL CENTRE,148,740.91,0,0
01/03/2015,P84033,BEACON MEDICAL CENTRE,171,981.93,0,0
01/04/2015,P84033,BEACON MEDICAL CENTRE,184,776.39,0,0
01/05/2015,P84033,BEACON MEDICAL CENTRE,211,1034.19,0,0
01/06/2015,P84033,BEACON MEDICAL CENTRE,215,1256.91,0,0
01/07/2015,P84033,BEACON MEDICAL CENTRE,218,1290.28,0,0
01/08/2015,P84033,BEACON MEDICAL CENTRE,186,1213.8,0,0
01/09/2015,P84033,BEACON MEDICAL CENTRE,223,1420.6,0,0
01/10/2015,P84033,BEACON MEDICAL CENTRE,268,1357.61,0,0
01/11/2015,P84033,BEACON MEDICAL CENTRE,277,1432.19,0,0
01/12/2015,P84033,BEACON MEDICAL CENTRE,288,1584.71,0,0
01/01/2016,P84033,BEACON MEDICAL CENTRE,294,1194.62,0,0
01/02/2016,P84033,BEACON MEDICAL CENTRE,260,1400.06,0,0
01/03/2016,P84033,BEACON MEDICAL CENTRE,362,1584.11,0,0
01/04/2016,P84033,BEACON MEDICAL CENTRE,329,1645.62,0,0
01/05/2016,P84033,BEACON MEDICAL CENTRE,307,1448.75,0,0
01/06/2016,P84033,BEACON MEDICAL CENTRE,342,1459.64,0,0
01/07/2016,P84033,BEACON MEDICAL CENTRE,235,1037.91,0,0
01/08/2016,P84033,BEACON MEDICAL CENTRE,237,1019.28,0,0
01/09/2016,P84033,BEACON MEDICAL CENTRE,391,2171.44,0,0
01/10/2016,P84033,BEACON MEDICAL CENTRE,326,1676.06,0,0
01/11/2016,P84033,BEACON MEDICAL CENTRE,337,1970.65,0,0
01/12/2016,P84033,BEACON MEDICAL CENTRE,307,1876.49,0,0
01/01/2017,P84033,BEACON MEDICAL CENTRE,325,1537.61,0,0
01/02/2017,P84033,BEACON MEDICAL CENTRE,271,1472.56,0,0
01/03/2017,P84033,BEACON MEDICAL CENTRE,305,1594.81,0,0
01/04/2017,P84033,BEACON MEDICAL CENTRE,255,1190.32,0,0
01/05/2017,P84033,BEACON MEDICAL CENTRE,303,1545.88,0,0
01/06/2017,P84033,BEACON MEDICAL CENTRE,286,1288.14,0,0
01/07/2017,P84033,BEACON MEDICAL CENTRE,299,1231.7,0,0
01/08/2017,P84033,BEACON MEDICAL CENTRE,248,925.27,0,0
01/09/2017,P84033,BEACON MEDICAL CENTRE,311,1230.79,0,0
01/10/2017,P84033,BEACON MEDICAL CENTRE,373,1242.15,0,0
01/11/2017,P84033,BEACON MEDICAL CENTRE,348,1193.38,0,0
01/12/2017,P84033,BEACON MEDICAL CENTRE,364,1162.6,0,0
01/01/2018,P84033,BEACON MEDICAL CENTRE,81,179.03,0,0
01/02/2018,P84033,BEACON MEDICAL CENTRE,44,159.72,0,0
01/03/2018,P84033,BEACON MEDICAL CENTRE,43,141.93,0,0
01/04/2018,P84033,BEACON MEDICAL CENTRE,46,143.35,0,0
01/05/2018,P84033,BEACON MEDICAL CENTRE,44,142.52,0,0
01/06/2018,P84033,BEACON MEDICAL CENTRE,213,771.56,0,0
01/07/2018,P84033,BEACON MEDICAL CENTRE,200,580.3,0,0
01/08/2018,P84033,BEACON MEDICAL CENTRE,130,498.77,0,0
01/09/2018,P84033,BEACON MEDICAL CENTRE,292,1009.55,0,0
01/10/2018,P84033,BEACON MEDICAL CENTRE,315,1045.35,0,0
01/11/2018,P84033,BEACON MEDICAL CENTRE,304,1031.45,0,0
01/12/2018,P84033,BEACON MEDICAL CENTRE,314,872.56,0,0
01/01/2019,P84033,BEACON MEDICAL CENTRE,347,1656.21,0,0
01/02/2019,P84033,BEACON MEDICAL CENTRE,335,1041.98,0,0
01/03/2019,P84033,BEACON MEDICAL CENTRE,324,1557.75,0,0
01/04/2019,P84033,BEACON MEDICAL CENTRE,282,1212.5,0,0
01/05/2019,P84033,BEACON MEDICAL CENTRE,286,1051.66,0,0
01/06/2019,P84033,BEACON MEDICAL CENTRE,270,1047.25,0,0
01/07/2019,P84033,BEACON MEDICAL CENTRE,358,1018.1,0,0
